# Sample spoofed GnssLogger log (4 of 13 sats spoofed, epochs 30-75)
# Header Description:
Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388801932462872,2.0,51.8,21.7994,,,,,1575420000,,,,,,1,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388801922849834,2.0,39.5,342.5718,,,,,1575420000,,,,,,1,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388801921308908,2.0,40.6,-683.1300,,,,,1575420000,,,,,,1,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388801908783943,2.0,37.0,-107.2180,,,,,1575420000,,,,,,6,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388801913225137,2.0,41.6,408.7674,,,,,1575420000,,,,,,6,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388801918765907,2.0,49.7,-162.4942,,,,,1575420000,,,,,,6,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388801914544812,2.0,43.7,229.8096,,,,,1575420000,,,,,,6,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388801916924368,2.0,45.2,-1.9704,,,,,1575420000,,,,,,6,39.80
Raw,1781783984000,1002000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388801913721712,2.0,41.8,-568.0928,,,,,1575420000,,,,,,6,39.80
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388802923694027,2.0,41.1,406.3851,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388802927766072,2.0,46.5,-439.3647,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388802922673202,2.0,41.6,591.3468,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388802928368904,2.0,48.0,213.3718,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388802932462801,2.0,51.1,21.8557,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388802922848694,2.0,39.4,342.7184,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388802921311186,2.0,39.3,-683.0702,,,,,1575420000,,,,,,1,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388802908784298,2.0,38.5,-107.1359,,,,,1575420000,,,,,,6,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388802913223778,2.0,41.6,408.8142,,,,,1575420000,,,,,,6,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388802918766452,2.0,47.6,-162.4712,,,,,1575420000,,,,,,6,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388802914544046,2.0,42.7,229.7662,,,,,1575420000,,,,,,6,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388802916924376,2.0,45.5,-1.7900,,,,,1575420000,,,,,,6,39.94
Raw,1781783985000,1003000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388802913723605,2.0,43.1,-567.9591,,,,,1575420000,,,,,,6,39.94
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388803923692670,2.0,42.3,406.3984,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388803927767538,2.0,45.8,-439.3347,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388803922671228,2.0,41.4,591.3709,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388803928368189,2.0,47.4,213.3745,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388803932462723,2.0,50.3,21.9626,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388803922847551,2.0,40.2,342.8003,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388803921313463,2.0,38.5,-683.0917,,,,,1575420000,,,,,,1,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388803908784656,2.0,38.5,-107.0193,,,,,1575420000,,,,,,6,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388803913222410,2.0,41.8,408.8366,,,,,1575420000,,,,,,6,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388803918766991,2.0,49.3,-162.5436,,,,,1575420000,,,,,,6,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388803914543280,2.0,44.1,229.7936,,,,,1575420000,,,,,,6,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388803916924382,2.0,48.1,-1.7751,,,,,1575420000,,,,,,6,40.37
Raw,1781783986000,1004000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388803913725501,2.0,42.7,-568.0231,,,,,1575420000,,,,,,6,40.37
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388804923691312,2.0,42.6,406.5016,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388804927769003,2.0,45.8,-439.3073,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388804922669256,2.0,41.2,591.3693,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388804928367480,2.0,47.1,213.4144,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388804932462652,2.0,51.2,22.0531,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388804922846404,2.0,41.7,342.9091,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388804921315744,2.0,37.8,-683.0631,,,,,1575420000,,,,,,1,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388804908785017,2.0,38.9,-106.9901,,,,,1575420000,,,,,,6,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388804913221047,2.0,43.5,408.9171,,,,,1575420000,,,,,,6,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388804918767539,2.0,48.0,-162.4171,,,,,1575420000,,,,,,6,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388804914542517,2.0,43.8,229.8432,,,,,1575420000,,,,,,6,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388804916924387,2.0,43.5,-1.6401,,,,,1575420000,,,,,,6,40.23
Raw,1781783987000,1005000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388804913727397,2.0,40.7,-567.9256,,,,,1575420000,,,,,,6,40.23
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388805923689956,2.0,42.0,406.5190,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388805927770468,2.0,48.7,-439.1230,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388805922667283,2.0,41.7,591.5157,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388805928366768,2.0,45.7,213.4536,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388805932462578,2.0,51.0,22.1689,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388805922845263,2.0,41.9,343.0063,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388805921318021,2.0,37.3,-683.1114,,,,,1575420000,,,,,,1,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388805908785370,2.0,36.5,-106.9291,,,,,1575420000,,,,,,6,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388805913219686,2.0,40.4,408.9621,,,,,1575420000,,,,,,6,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388805918768073,2.0,47.6,-162.3742,,,,,1575420000,,,,,,6,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388805914541746,2.0,43.4,229.8105,,,,,1575420000,,,,,,6,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388805916924391,2.0,45.1,-1.5437,,,,,1575420000,,,,,,6,40.17
Raw,1781783988000,1006000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388805913729291,2.0,42.6,-567.9323,,,,,1575420000,,,,,,6,40.17
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388806923688603,2.0,41.4,406.5845,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388806927771936,2.0,46.6,-439.0899,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388806922665312,2.0,40.3,591.4934,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388806928366059,2.0,48.1,213.4774,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388806932462503,2.0,51.7,22.3251,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388806922844115,2.0,40.8,343.1273,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388806921320301,2.0,39.6,-683.0607,,,,,1575420000,,,,,,1,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388806908785726,2.0,38.6,-106.8100,,,,,1575420000,,,,,,6,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388806913218317,2.0,41.6,408.9507,,,,,1575420000,,,,,,6,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388806918768617,2.0,49.7,-162.3941,,,,,1575420000,,,,,,6,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388806914540980,2.0,43.2,229.8379,,,,,1575420000,,,,,,6,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388806916924397,2.0,45.8,-1.4707,,,,,1575420000,,,,,,6,40.52
Raw,1781783989000,1007000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388806913731186,2.0,41.8,-567.8433,,,,,1575420000,,,,,,6,40.52
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388807923687247,2.0,42.1,406.6898,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388807927773394,2.0,46.8,-439.0475,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388807922663335,2.0,39.8,591.5687,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388807928365343,2.0,46.9,213.5236,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388807932462434,2.0,51.7,22.2804,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388807922842974,2.0,39.9,343.3014,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388807921322579,2.0,38.9,-683.0460,,,,,1575420000,,,,,,1,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388807908786081,2.0,37.6,-106.6598,,,,,1575420000,,,,,,6,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388807913216956,2.0,43.8,409.0031,,,,,1575420000,,,,,,6,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388807918769161,2.0,48.4,-162.4455,,,,,1575420000,,,,,,6,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388807914540208,2.0,44.4,229.9122,,,,,1575420000,,,,,,6,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388807916924403,2.0,45.3,-1.4401,,,,,1575420000,,,,,,6,39.53
Raw,1781783990000,1008000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388807913733080,2.0,42.3,-567.9081,,,,,1575420000,,,,,,6,39.53
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388808923685889,2.0,42.1,406.7475,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388808927774862,2.0,46.5,-438.9250,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388808922661364,2.0,39.7,591.6323,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388808928364630,2.0,47.5,213.5474,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388808932462360,2.0,51.6,22.3812,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388808922841828,2.0,39.9,343.3229,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388808921324857,2.0,38.8,-683.0275,,,,,1575420000,,,,,,1,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388808908786437,2.0,36.1,-106.6110,,,,,1575420000,,,,,,6,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388808913215593,2.0,41.0,409.0803,,,,,1575420000,,,,,,6,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388808918769704,2.0,48.4,-162.3542,,,,,1575420000,,,,,,6,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388808914539447,2.0,43.5,229.9129,,,,,1575420000,,,,,,6,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388808916924405,2.0,45.7,-1.2556,,,,,1575420000,,,,,,6,40.03
Raw,1781783991000,1009000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388808913734972,2.0,41.0,-567.8432,,,,,1575420000,,,,,,6,40.03
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388809923684531,2.0,41.3,406.8448,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388809927776326,2.0,47.0,-438.8811,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388809922659388,2.0,41.9,591.6356,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388809928363923,2.0,48.0,213.6185,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388809932462282,2.0,50.9,22.5406,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388809922840681,2.0,39.8,343.4520,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388809921327138,2.0,37.9,-682.9944,,,,,1575420000,,,,,,1,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388809908786792,2.0,37.3,-106.5210,,,,,1575420000,,,,,,6,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388809913214230,2.0,41.7,409.1523,,,,,1575420000,,,,,,6,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388809918770241,2.0,47.8,-162.4940,,,,,1575420000,,,,,,6,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388809914538677,2.0,43.0,229.8503,,,,,1575420000,,,,,,6,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388809916924410,2.0,44.3,-1.2120,,,,,1575420000,,,,,,6,40.09
Raw,1781783992000,1010000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388809913736867,2.0,41.3,-567.8374,,,,,1575420000,,,,,,6,40.09
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388810923683174,2.0,40.8,406.8811,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388810927777792,2.0,47.5,-438.7968,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388810922657415,2.0,40.7,591.7445,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388810928363205,2.0,47.8,213.5923,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388810932462206,2.0,50.6,22.5986,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388810922839538,2.0,39.9,343.5452,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388810921329414,2.0,39.1,-683.0097,,,,,1575420000,,,,,,1,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388810908787148,2.0,36.7,-106.4289,,,,,1575420000,,,,,,6,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,4,0,9,388810913212861,2.0,42.3,409.1371,,,,,1575420000,,,,,,6,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,8,0,9,388810918770786,2.0,49.7,-162.3872,,,,,1575420000,,,,,,6,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,9,0,9,388810914537912,2.0,44.1,229.9139,,,,,1575420000,,,,,,6,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388810916924412,2.0,45.1,-1.1048,,,,,1575420000,,,,,,6,40.00
Raw,1781783993000,1011000000000,18,,-1465818200000000000,0,,,,0,18,0,9,388810913738761,2.0,41.0,-567.8649,,,,,1575420000,,,,,,6,40.00
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388811923681818,2.0,42.5,406.9790,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,6,0,9,388811927779253,2.0,47.1,-438.7152,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,7,0,9,388811922655440,2.0,42.4,591.7952,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,10,0,9,388811928362494,2.0,48.0,213.6962,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,13,0,9,388811932462132,2.0,51.4,22.7505,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,17,0,9,388811922838391,2.0,38.8,343.6670,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,20,0,9,388811921331694,2.0,38.0,-683.0180,,,,,1575420000,,,,,,1,40.33
Raw,1781783994000,1012000000000,18,,-1465818200000000000,0,,,,0,3,0,9,388811908787502,2.0,37.4,-106.3579,,,,,1575420000,,,,,,6,40.33
